Timestep,Name, Population, Infected, Recovered, Susceptible, Vaccinated
34, , 0, 95, 5, 0
35, Deggendorf, 0, 3642, 358, 0
35, Regensburg, 30, 13531, 1439, 0
35, Zweisel, 0, 1355, 145, 0
35, , 0, 95, 5, 0
36, Deggendorf, 0, 3642, 358, 0
36, Regensburg, 14, 13548, 1438, 0
36, Zweisel, 0, 1355, 145, 0
36, , 0, 95, 5, 0
37, Deggendorf, 0, 3642, 358, 0
37, Regensburg, 9, 13554, 1437, 0
37, Zweisel, 0, 1355, 145, 0
37, , 0, 95, 5, 0
38, Deggendorf, 0, 3642, 358, 0
38, Regensburg, 6, 13557, 1437, 0
38, Zweisel, 0, 1355, 145, 0
38, , 0, 95, 5, 0
39, Deggendorf, 0, 3642, 358, 0
39, Regensburg, 2, 13561, 1437, 0
39, Zweisel, 0, 1355, 145, 0
39, , 0, 95, 5, 0
40, Deggendorf, 0, 3642, 358, 0
40, Regensburg, 1, 13562, 1437, 0
40, Zweisel, 0, 1355, 145, 0
40, , 0, 95, 5, 0
41, Deggendorf, 0, 3642, 358, 0
41, Regensburg, 0, 13563, 1437, 0
41, Zweisel, 0, 1355, 145, 0
41, , 0, 95, 5, 0
0, Deggendorf, 2, 0, 3998, 0
0, Regensburg, 1, 0, 14999, 0
0, Zweisel, 1, 0, 1499, 0
0, , 1, 0, 99, 0
1, Deggendorf, 4, 0, 3996, 0
1, Regensburg, 6, 0, 14994, 0
1, Zweisel, 1, 0, 1499, 0
1, , 2, 0, 98, 0
2, Deggendorf, 5, 0, 3995, 0
2, Regensburg, 12, 0, 14988, 0
2, Zweisel, 2, 0, 1498, 0
2, , 3, 0, 97, 0
3, Deggendorf, 8, 0, 3992, 0
3, Regensburg, 25, 0, 14975, 0
3, Zweisel, 2, 0, 1498, 0
3, , 7, 0, 93, 0
4, Deggendorf, 12, 2, 3986, 0
4, Regensburg, 56, 1, 14943, 0
4, Zweisel, 1, 1, 1498, 0
4, , 14, 1, 85, 0
5, Deggendorf, 15, 4, 3981, 0
5, Regensburg, 101, 6, 14893, 0
5, Zweisel, 1, 1, 1498, 0
5, , 25, 2, 73, 0
6, Deggendorf, 21, 5, 3974, 0
6, Regensburg, 168, 12, 14820, 0
6, Zweisel, 0, 2, 1498, 0
6, , 36, 3, 61, 0
7, Deggendorf, 33, 8, 3959, 0
7, Regensburg, 279, 25, 14696, 0
7, Zweisel, 0, 2, 1498, 0
7, , 44, 7, 49, 0
8, Deggendorf, 44, 14, 3942, 0
8, Regensburg, 463, 57, 14480, 0
8, Zweisel, 0, 2, 1498, 0
8, , 47, 15, 38, 0
9, Deggendorf, 83, 19, 3898, 0
9, Regensburg, 751, 107, 14142, 0
9, Zweisel, 0, 2, 1498, 0
9, , 45, 27, 28, 0
10, Deggendorf, 134, 26, 3840, 0
10, Regensburg, 1205, 180, 13615, 0
10, Zweisel, 0, 2, 1498, 0
10, , 37, 39, 24, 0
11, Deggendorf, 248, 41, 3711, 0
11, Regensburg, 1896, 304, 12800, 0
11, Zweisel, 0, 2, 1498, 0
11, , 30, 51, 19, 0
12, Deggendorf, 444, 58, 3498, 0
12, Regensburg, 2870, 520, 11610, 0
12, Zweisel, 0, 2, 1498, 0
12, , 24, 62, 14, 0
13, Deggendorf, 691, 102, 3207, 0
13, Regensburg, 4173, 858, 9969, 0
13, Zweisel, 0, 2, 1498, 0
13, , 15, 72, 13, 0
